id,camo_id,criteria_order,criteria_text,weapon_id
1135,32,1,Unlock Tempest Camo,14
1136,32,2,Unlock Tempest Camo on 30 Weapons,14
1137,33,1,Get 100 Point Blank Kills,14
1138,34,1,Get 200 Point Blank Kills,14
1139,35,1,Get 300 Point Blank Kills,14
1140,36,1,Get 400 Point Blank Kills,14
1141,37,1,Get 500 Point Blank Kills,14
1142,38,1,Get 600 Point Blank Kills,14
1143,39,1,Get 700 Point Blank Kills,14
1144,40,1,Get 800 Point Blank Kills,14
1145,41,1,Get 1000 Point Blank Kills,14
1146,42,1,Unlock all Zombies Military Camos,14
1147,42,2,Get 300 Point Blank Kills,14
1148,43,1,Unlock all Zombies Military Camos Camos,14
1149,43,2,When the Cryo Freeze Ammo Mod equipped: get 300 Eliminations,14
1150,44,1,Unlock all Zombies Military Camos,14
1151,44,2,Get 10 Kills without taking damage 5 times,14
1152,45,1,Unlock all Zombies Special Camos,14
1153,45,2,Get 10 Kills rapidly 15 times,14
1154,46,1,Unlock Golden Dragon Camo,14
1155,46,2,Unlock Golden Dragon Camo on 3 Shotguns,14
1156,46,3,Get 20 or more consecutive Kills without taking damage 5 times,14
1157,47,1,Unlock Bloodstone Camo,14
1158,47,2,Unlock Bloodstone Camo on 30 Weapons,14
1159,47,3,Eliminate 10 Elite Zombies,14
1160,48,1,Unlock Doomsteel Camo,14
1161,48,2,Unlock Doomsteel Camo on 30 Weapons,14
1162,94,1,Reach Max Level with the Akita,15
1163,94,2,Enter Weapon Prestige 1,15
1164,95,1,Reach Max Level with the Akita,15
1165,95,2,Enter Weapon Prestige 2,15
1166,51,1,Reach Weapon Prestige Master Level 100 with the Akita,15
1167,52,1,Reach Weapon Prestige Master Level 150 with the Akita,15
1168,53,1,Reach Weapon Prestige Master Level 200 with the Akita,15
1169,96,1,Reach Weapon Prestige Master Level 250 with the Akita,15
1170,1,1,Get 10 Point Blank Kills,15
1171,2,1,Get 25 Point Blank Kills,15
1172,3,1,Get 50 Point Blank Kills,15
1173,4,1,Get 75 Point Blank Kills,15
1174,5,1,Get 100 Point Blank Kills,15
1175,6,1,Get 125 Point Blank Kills,15
1176,7,1,Get 150 Point Blank Kills,15
1177,8,1,Get 200 Point Blank Kills,15
1178,9,1,Get 250 Point Blank Kills,15
1179,10,1,Unlock all Co-Op Campaign Military Camos,15
1180,10,2,Get 100 eliminations at Rare Rarity or Higher,15
1181,11,1,Unlock all Co-Op Campaign Camos,15
1182,11,2,Get 50 Kills shortly after sprinting,15
1183,12,1,Unlock all Co-Op Campaign Camos,15
1184,12,2,Get 50 Hipfire Kills,15
1185,13,1,Unlock all Co-Op Campaign Special Camos,15
1186,13,2,Eliminate 20 Special enemies,15
1187,14,1,Unlock Molten Gold Camo,15
1188,14,2,Unlock Molten Gold Camo on 3 Shotguns,15
1189,14,3,In Endgame: eliminate 100 Zone III or Zone IV enemies,15
1190,15,1,Unlock Moonstone Camo,15
1191,15,2,Unlock Moonstone Camo on 30 Weapons,15
1192,15,3,Eliminate 10 Elite enemies,15
1193,16,1,Unlock Chroma Flux Camo,15
1194,16,2,Unlock Chroma Flux Camo on 30 Weapons,15
1195,17,1,Get 5 Headshots,15
1196,18,1,Get 10 Headshots,15
1197,19,1,Get 20 Headshots,15
1198,20,1,Get 30 Headshots,15
1199,21,1,Get 40 Headshots,15
1200,22,1,Get 50 Headshots,15
1201,23,1,Get 60 Headshots,15
1202,24,1,Get 70 Headshots,15
1203,25,1,Get 80 Headshots,15
1204,26,1,Unlock all Multiplayer Military Camos,15
1205,26,2,Get 50 Kills while moving,15
1206,27,1,Unlock all Multiplayer Military Camos Camos,15
1207,27,2,Get 30 Hipfire Kills,15
1208,28,1,Unlock all Multiplayer Military Camos,15
1209,28,2,Get a Kill while or shortly after sliding,15
1210,29,1,Unlock all Multiplayer Special Camos,15
1211,29,2,Get 3 Kills without dying 10 times,15
1212,30,1,Unlock Shattered Gold Camo,15
1213,30,2,Unlock Shattered Gold Camo on 3 Shotguns,15
1214,30,3,Get 10 Double Kills or better,15
1215,31,1,Unlock Arclight Camo,15
1216,31,2,Unlock Arclight Camo on 30 Weapons,15
1217,31,3,Get 5 Kills without dying 3 times,15
1218,32,1,Unlock Tempest Camo,15
1219,32,2,Unlock Tempest Camo on 30 Weapons,15
1220,33,1,Get 50 Critical Kills,15
1221,34,1,Get 100 Critical Kills,15
1222,35,1,Get 200 Critical Kills,15
1223,36,1,Get 300 Critical Kills,15
1224,37,1,Get 400 Critical Kills,15
1225,38,1,Get 500 Critical Kills,15
1226,39,1,Get 650 Critical Kills,15
1227,40,1,Get 800 Critical Kills,15
1228,41,1,Get 1000 Critical Kills,15
1229,42,1,Unlock all Zombies Military Camos,15
1230,42,2,Get 10 Kills without taking damage 5 times,15
1231,43,1,Unlock all Zombies Military Camos Camos,15
1232,43,2,With the Napalm Burst Ammo Mod equipped: get 300 Eliminations,15
1233,44,1,Unlock all Zombies Military Camos,15
1234,44,2,Get 300 Point Blank Kills,15
1235,45,1,Unlock all Zombies Special Camos,15
1236,45,2,Get 10 Kills rapidly 15 times,15
1237,46,1,Unlock Golden Dragon Camo,15
1238,46,2,Unlock Golden Dragon Camo on 3 Shotguns,15
1239,46,3,Get 20 or more consecutive Kills without taking damage 5 times,15
1240,47,1,Unlock Bloodstone Camo,15
1241,47,2,Unlock Bloodstone Camo on 30 Weapons,15
1242,47,3,Eliminate 10 Elite Zombies,15
1243,48,1,Unlock Doomsteel Camo,15
1244,48,2,Unlock Doomsteel Camo on 30 Weapons,15
1245,97,1,Reach Max Level with the MK.78,16
1246,97,2,Enter Weapon Prestige 1,16
1247,98,1,Reach Max Level with the MK.78,16
1248,98,2,Enter Weapon Prestige 2,16
1249,51,1,Reach Weapon Prestige Master Level 100 with the MK.78,16
1250,52,1,Reach Weapon Prestige Master Level 150 with the MK.78,16
1251,53,1,Reach Weapon Prestige Master Level 200 with the MK.78,16
1252,99,1,Reach Weapon Prestige Master Level 250 with the MK.78,16
1253,1,1,Get 10 Critical Kills,16
1254,2,1,Get 25 Critical Kills,16
1255,3,1,Get 50 Critical Kills,16
1256,4,1,Get 75 Critical Kills,16
1257,5,1,Get 100 Critical Kills,16
1258,6,1,Get 125 Critical Kills,16
1259,7,1,Get 150 Critical Kills,16
1260,8,1,Get 200 Critical Kills,16
1261,9,1,Get 250 Critical Kills,16
1262,10,1,Unlock all Co-Op Campaign Military Camos,16
1263,10,2,Get 3 Kills without releasing the trigger 10 times,16
1264,11,1,Unlock all Co-Op Campaign Camos,16
1265,11,2,With an Extended Magazine Attachment equipped: get 100 Eliminations,16
1266,12,1,Unlock all Co-Op Campaign Camos,16
1267,12,2,Eliminate 100 Human (NPC) enemies,16
1268,13,1,Unlock all Co-Op Campaign Special Camos,16
1269,13,2,Eliminate 20 Special enemies,16
1270,14,1,Unlock Molten Gold Camo,16
1271,14,2,Unlock Molten Gold Camo on 2 LMGs,16
1272,14,3,In Endgame: eliminate 100 Zone III or Zone IV enemies,16
1273,15,1,Unlock Moonstone Camo,16
1274,15,2,Unlock Moonstone Camo on 30 Weapons,16
1275,15,3,Eliminate 10 Elite enemies,16
1276,16,1,Unlock Chroma Flux Camo,16
1277,16,2,Unlock Chroma Flux Camo on 30 Weapons,16
1278,17,1,Get 5 Headshots,16
1279,18,1,Get 10 Headshots,16
1280,19,1,Get 20 Headshots,16
1281,20,1,Get 30 Headshots,16
1282,21,1,Get 40 Headshots,16
1283,22,1,Get 50 Headshots,16
1284,23,1,Get 60 Headshots,16
1285,24,1,Get 70 Headshots,16
1286,25,1,Get 80 Headshots,16
1287,26,1,Unlock all Multiplayer Military Camos,16
1288,26,2,Get 30 Objective Kills,16
1289,27,1,Unlock all Multiplayer Military Camos Camos,16
1290,27,2,Get 2 Kills without releasing the trigger 5 times,16
1291,28,1,Unlock all Multiplayer Military Camos,16
1292,28,2,With 5 or more Attachments equipped: get 50 Eliminations,16
1293,29,1,Unlock all Multiplayer Special Camos,16
1294,29,2,Get 3 Kills without dying 10 times,16
1295,30,1,Unlock Shattered Gold Camo,16
1296,30,2,Unlock Shattered Gold Camo on 2 LMGs,16
1297,30,3,Get 10 Double Kills or better,16
1298,31,1,Unlock Arclight Camo,16
1299,31,2,Unlock Arclight Camo on 30 Weapons,16
1300,31,3,Get 5 Kills without dying 3 times,16
1301,32,1,Unlock Tempest Camo,16
1302,32,2,Unlock Tempest Camo on 30 Weapons,16
1303,33,1,Get 100 Critical Kills,16
1304,34,1,Get 200 Critical Kills,16
1305,35,1,Get 300 Critical Kills,16
1306,36,1,Get 400 Critical Kills,16
1307,37,1,Get 500 Critical Kills,16
1308,38,1,Get 600 Critical Kills,16
1309,39,1,Get 700 Critical Kills,16
1310,40,1,Get 800 Critical Kills,16
1311,41,1,Get 1000 Critical Kills,16
1312,42,1,Unlock all Zombies Military Camos,16
1313,42,2,With Tier 2 or higher Armor equipped: get 150 Eliminations,16
1314,43,1,Unlock all Zombies Military Camos Camos,16
1315,43,2,With the Shadow Rift Ammo Mod equipped: get 300 Kills with Shadow Rift Procs,16
1316,44,1,Unlock all Zombies Military Camos,16
1317,44,2,Get 100 Kills shortly after using a Field Upgrade,16
1318,45,1,Unlock all Zombies Special Camos,16
1319,45,2,Get 10 Kills rapidly 15 times,16
1320,46,1,Unlock Golden Dragon Camo,16
1321,46,2,Unlock Golden Dragon Camo on 2 LMGs,16
1322,46,3,Get 20 or more consecutive Kills without taking damage 5 times,16
1323,47,1,Unlock Bloodstone Camo,16
1324,47,2,Unlock Bloodstone Camo on 30 Weapons,16
1325,47,3,Eliminate 10 Elite Zombies,16
1326,48,1,Unlock Doomsteel Camo,16
1327,48,2,Unlock Doomsteel Camo on 30 Weapons,16
1328,100,1,Reach Max Level with the XM325,17
1329,100,2,Enter Weapon Prestige 1,17
1330,101,1,Reach Max Level with the XM325,17
1331,101,2,Enter Weapon Prestige 2,17
1332,51,1,Reach Weapon Prestige Master Level 100 with the XM325,17
1333,52,1,Reach Weapon Prestige Master Level 150 with the XM325,17
1334,53,1,Reach Weapon Prestige Master Level 200 with the XM325,17
1335,102,1,Reach Weapon Prestige Master Level 250 with the XM325,17
1336,1,1,Get 10 Critical Kills,17
1337,2,1,Get 25 Critical Kills,17
1338,3,1,Get 50 Critical Kills,17
1339,4,1,Get 75 Critical Kills,17
1340,5,1,Get 100 Critical Kills,17
1341,6,1,Get 125 Critical Kills,17
1342,7,1,Get 150 Critical Kills,17
1343,8,1,Get 200 Critical Kills,17
1344,9,1,Get 250 Critical Kills,17
1345,10,1,Unlock all Co-Op Campaign Military Camos,17
1346,10,2,Destroy 25 Guild D.A.W.G.s,17
1347,11,1,Unlock all Co-Op Campaign Camos,17
1348,11,2,Get 3 Kills without releasing the trigger 10 times,17
1349,12,1,Unlock all Co-Op Campaign Camos,17
1350,12,2,With 8 Attachments equipped: get 100 Eliminations,17
1351,13,1,Unlock all Co-Op Campaign Special Camos,17
1352,13,2,Eliminate 20 Special enemies,17
1353,14,1,Unlock Molten Gold Camo,17
1354,14,2,Unlock Molten Gold Camo on 2 LMGs,17
1355,14,3,In Endgame: eliminate 100 Zone III or Zone IV enemies,17
1356,15,1,Unlock Moonstone Camo,17
1357,15,2,Unlock Moonstone Camo on 30 Weapons,17
1358,15,3,Eliminate 10 Elite enemies,17
1359,16,1,Unlock Chroma Flux Camo,17
1360,16,2,Unlock Chroma Flux Camo on 30 Weapons,17
1361,17,1,Get 5 Headshots,17
1362,18,1,Get 10 Headshots,17
1363,19,1,Get 20 Headshots,17
1364,20,1,Get 30 Headshots,17
1365,21,1,Get 40 Headshots,17
1366,22,1,Get 50 Headshots,17
1367,23,1,Get 60 Headshots,17
1368,24,1,Get 70 Headshots,17
1369,25,1,Get 80 Headshots,17
1370,26,1,Unlock all Multiplayer Military Camos,17
1371,26,2,Kill 30 enemies affected by your Tactical Equipment,17
1372,27,1,Unlock all Multiplayer Military Camos Camos,17
1373,27,2,Get 2 Kills without releasing the trigger 5 times,17
1374,28,1,Unlock all Multiplayer Military Camos,17
1375,28,2,With the Gunfighter Wildcard equipped: get 50 Eliminations while it has 8 Attachments,17
1376,29,1,Unlock all Multiplayer Special Camos,17
1377,29,2,Get 3 Kills without dying 10 times,17
1378,30,1,Unlock Shattered Gold Camo,17
1379,30,2,Unlock Shattered Gold Camo on 2 LMGs,17
1380,30,3,Get 10 Double Kills or better,17
1381,31,1,Unlock Arclight Camo,17
1382,31,2,Unlock Arclight Camo on 30 Weapons,17
1383,31,3,Get 5 Kills without dying 3 times,17
1384,32,1,Unlock Tempest Camo,17
1385,32,2,Unlock Tempest Camo on 30 Weapons,17
1386,33,1,Get 100 Critical Kills,17
1387,34,1,Get 200 Critical Kills,17
1388,35,1,Get 300 Critical Kills,17
1389,36,1,Get 400 Critical Kills,17
1390,37,1,Get 500 Critical Kills,17
1391,38,1,Get 600 Critical Kills,17
1392,39,1,Get 700 Critical Kills,17
1393,40,1,Get 800 Critical Kills,17
1394,41,1,Get 1000 Critical Kills,17
1395,42,1,Unlock all Zombies Military Camos,17
1396,42,2,With the Dead Wire Ammo Mod equipped: get 300 Eliminations,17
1397,43,1,Unlock all Zombies Military Camos Camos,17
1398,43,2,Get 300 Hipfire Kills,17
1399,44,1,Unlock all Zombies Military Camos,17
1400,44,2,Get 10 Kills without reloading 5 times,17
1401,45,1,Unlock all Zombies Special Camos,17
1402,45,2,Get 10 Kills rapidly 15 times,17
1403,46,1,Unlock Golden Dragon Camo,17
1404,46,2,Unlock Golden Dragon Camo on 2 LMGs,17
1405,46,3,Get 20 or more consecutive Kills without taking damage 5 times,17
1406,47,1,Unlock Bloodstone Camo,17
1407,47,2,Unlock Bloodstone Camo on 30 Weapons,17
1408,47,3,Eliminate 10 Elite Zombies,17
1409,48,1,Unlock Doomsteel Camo,17
1410,48,2,Unlock Doomsteel Camo on 30 Weapons,17
1411,103,1,Reach Max Level with the M8A1,18
1412,103,2,Enter Weapon Prestige 1,18
1413,104,1,Reach Max Level with the M8A1,18
1414,104,2,Enter Weapon Prestige 2,18
1415,51,1,Reach Weapon Prestige Master Level 100 with the M8A1,18
1416,52,1,Reach Weapon Prestige Master Level 150 with the M8A1,18
1417,53,1,Reach Weapon Prestige Master Level 200 with the M8A1,18
1418,105,1,Reach Weapon Prestige Master Level 250 with the M8A1,18
1419,1,1,Get 10 Critical Kills,18
1420,2,1,Get 25 Critical Kills,18
1421,3,1,Get 50 Critical Kills,18
1422,4,1,Get 75 Critical Kills,18
1423,5,1,Get 100 Critical Kills,18
1424,6,1,Get 125 Critical Kills,18
1425,7,1,Get 150 Critical Kills,18
1426,8,1,Get 200 Critical Kills,18
1427,9,1,Get 250 Critical Kills,18
1428,10,1,Unlock all Co-Op Campaign Military Camos,18
1429,10,2,With a 4.0x or higher magnification scope equipped: get 100 Eliminations,18
1430,11,1,Unlock all Co-Op Campaign Camos,18
1431,11,2,Get 50 Kills while Aiming Down Sights,18
1432,12,1,Unlock all Co-Op Campaign Camos,18
1433,12,2,Get 100 Eliminations with the M8A1 at Rare Rarity or higher,18
1434,13,1,Unlock all Co-Op Campaign Special Camos,18
1435,13,2,Eliminate 20 Special enemies,18
1436,14,1,Unlock Molten Gold Camo,18
1437,14,2,Unlock Molten Gold Camo on 3 Marksman Rifles,18
1438,14,3,In Endgame: eliminate 100 Zone III or Zone IV enemies,18
1439,15,1,Unlock Moonstone Camo,18
1440,15,2,Unlock Moonstone Camo on 30 Weapons,18
1441,15,3,Eliminate 10 Elite enemies,18
1442,16,1,Unlock Chroma Flux Camo,18
1443,16,2,Unlock Chroma Flux Camo on 30 Weapons,18
1444,17,1,Get 5 Headshots,18
1445,18,1,Get 10 Headshots,18
1446,19,1,Get 20 Headshots,18
1447,20,1,Get 30 Headshots,18
1448,21,1,Get 40 Headshots,18
1449,22,1,Get 50 Headshots,18
1450,23,1,Get 60 Headshots,18
1451,24,1,Get 70 Headshots,18
1452,25,1,Get 80 Headshots,18
1453,26,1,Unlock all Multiplayer Military Camos,18
1454,26,2,With a 4.0x or higher magnification scope equipped: get 50 Eliminations,18
1455,27,1,Unlock all Multiplayer Military Camos Camos,18
1456,27,2,Get 15 Long Shot Medals (Killed an enemy at long range),18
1457,28,1,Unlock all Multiplayer Military Camos,18
1458,28,2,Get a Kill without taking damage 30 times,18
1459,29,1,Unlock all Multiplayer Special Camos,18
1460,29,2,Get 3 Kills without dying 10 times,18
1461,30,1,Unlock Shattered Gold Camo,18
1462,30,2,Unlock Shattered Gold Camo on 3 Marksman Rifles,18
1463,30,3,Get 10 Double Kills or better,18
1464,31,1,Unlock Arclight Camo,18
1465,31,2,Unlock Arclight Camo on 30 Weapons,18
1466,31,3,Get 5 Kills without dying,18
1467,32,1,Unlock Tempest Camo,18
1468,32,2,Unlock Tempest Camo on 30 Weapons,18
1469,33,1,Get 100 Critical Kills,18
1470,34,1,Get 200 Critical Kills,18
1471,35,1,Get 300 Critical Kills,18
1472,36,1,Get 400 Critical Kills,18
1473,37,1,Get 500 Critical Kills,18
1474,38,1,Get 600 Critical Kills,18
1475,39,1,Get 700 Critical Kills,18
1476,40,1,Get 800 Critical Kills,18
1477,41,1,Get 1000 Critical Kills,18
1478,42,1,Unlock all Zombies Military Camos,18
1479,42,2,Get 300 Eliminations with the M8A1 while it's Pack-A-Punched,18
1480,43,1,Unlock all Zombies Military Camos Camos,18
1481,43,2,With the Cryo Freeze Ammo Mod equipped: get 300 Eliminations,18
1482,44,1,Unlock all Zombies Military Camos,18
1483,44,2,Get 100 Kills shortly after using a Field Upgrade,18
1484,45,1,Unlock all Zombies Special Camos,18
1485,45,2,Get 10 Kills rapidly 15 times,18
1486,46,1,Unlock Golden Dragon Camo,18
1487,46,2,Unlock Golden Dragon Camo on 3 Marksman Rifles,18
1488,46,3,Get 20 or more consecutive Kills without taking damage 5 times,18
1489,47,1,Unlock Bloodstone Camo,18
1490,47,2,Unlock Bloodstone Camo on 30 Weapons,18
1491,47,3,Eliminate 10 Elite Zombies,18
1492,48,1,Unlock Doomsteel Camo,18
1493,48,2,Unlock Doomsteel Camo on 30 Weapons,18
1494,106,1,Reach Max Level with the Warden 308,19
1495,106,2,Enter Weapon Prestige 1,19
1496,107,1,Reach Max Level with the Warden 308,19
1497,107,2,Enter Weapon Prestige 2,19
1498,51,1,Reach Weapon Prestige Master Level 100 with the Warden 308,19
1499,52,1,Reach Weapon Prestige Master Level 150 with the Warden 308,19
1500,53,1,Reach Weapon Prestige Master Level 200 with the Warden 308,19
1501,108,1,Reach Weapon Prestige Master Level 250 with the Warden 308,19
1502,1,1,Get 10 Critical Kills,19
1503,2,1,Get 25 Critical Kills,19
1504,3,1,Get 50 Critical Kills,19
1505,4,1,Get 75 Critical Kills,19
1506,5,1,Get 100 Critical Kills,19
1507,6,1,Get 125 Critical Kills,19
1508,7,1,Get 150 Critical Kills,19
1509,8,1,Get 200 Critical Kills,19
1510,9,1,Get 250 Critical Kills,19
1511,10,1,Unlock all Co-Op Campaign Military Camos,19
1512,10,2,Get 10 Kills without reloading 10 times,19
1513,11,1,Unlock all Co-Op Campaign Camos,19
1514,11,2,Get 3 Critical Kills rapidly 10 times,19
1515,12,1,Unlock all Co-Op Campaign Camos,19
1516,12,2,With a Suppressor Attachment equipped: get 100 Eliminations,19
1517,13,1,Unlock all Co-Op Campaign Special Camos,19
1518,13,2,Eliminate 20 Special enemies,19
1519,14,1,Unlock Molten Gold Camo,19
1520,14,2,Unlock Molten Gold Camo on 3 Marksman Rifles,19
1521,14,3,In Endgame: eliminate 100 Zone III or Zone IV enemies,19
1522,15,1,Unlock Moonstone Camo,19
1523,15,2,Unlock Moonstone Camo on 30 Weapons,19
1524,15,3,Eliminate 10 Elite enemies,19
1525,16,1,Unlock Chroma Flux Camo,19
1526,16,2,Unlock Chroma Flux Camo on 30 Weapons,19
1527,17,1,Get 5 Headshots,19
1528,18,1,Get 10 Headshots,19
1529,19,1,Get 20 Headshots,19
1530,20,1,Get 30 Headshots,19
1531,21,1,Get 40 Headshots,19
1532,22,1,Get 50 Headshots,19
1533,23,1,Get 60 Headshots,19
1534,24,1,Get 70 Headshots,19
1535,25,1,Get 80 Headshots,19
1536,26,1,Unlock all Multiplayer Military Camos,19
1537,26,2,Get 30 Objective Kills,19
1538,27,1,Unlock all Multiplayer Military Camos Camos,19
1539,27,2,With 5 or more Attachments equipped: get 50 Eliminations,19
1540,28,1,Unlock all Multiplayer Military Camos,19
1541,28,2,Get 30 One Shot Kills,19
1542,29,1,Unlock all Multiplayer Special Camos,19
1543,29,2,Get 3 Kills without dying 10 times,19
1544,30,1,Unlock Shattered Gold Camo,19
1545,30,2,Unlock Shattered Gold Camo on 3 Marksman Rifles,19
1546,30,3,Get 10 Double Kills or better,19
1547,31,1,Unlock Arclight Camo,19
1548,31,2,Unlock Arclight Camo on 30 Weapons,19
1549,31,3,Get 5 Kills without dying,19
1550,32,1,Unlock Tempest Camo,19
1551,32,2,Unlock Tempest Camo on 30 Weapons,19
1552,33,1,Get 100 Critical Kills,19
1553,34,1,Get 200 Critical Kills,19
1554,35,1,Get 300 Critical Kills,19
1555,36,1,Get 400 Critical Kills,19
1556,37,1,Get 500 Critical Kills,19
1557,38,1,Get 600 Critical Kills,19
1558,39,1,Get 700 Critical Kills,19
1559,40,1,Get 800 Critical Kills,19
1560,41,1,Get 1000 Critical Kills,19
1561,42,1,Unlock all Zombies Military Camos,19
1562,42,2,With the Fire Works Ammo Mod equipped: get 75 Kills with Fire Works Activations,19
1563,43,1,Unlock all Zombies Military Camos Camos,19
1564,43,2,Get 300 Eliminations with the Warden 308 at Rare Rarity or higher,19
1565,44,1,Unlock all Zombies Military Camos,19
1566,44,2,Get 2 Critical Kills with a single shot 15 times,19
1567,45,1,Unlock all Zombies Special Camos,19
1568,45,2,Get 10 Kills rapidly 15 times,19
1569,46,1,Unlock Golden Dragon Camo,19
1570,46,2,Unlock Golden Dragon Camo on 3 Marksman Rifles,19
1571,46,3,Get 20 or more consecutive Kills without taking damage 5 times,19
1572,47,1,Unlock Bloodstone Camo,19
1573,47,2,Unlock Bloodstone Camo on 30 Weapons,19
1574,47,3,Eliminate 10 Elite Zombies,19
1575,48,1,Unlock Doomsteel Camo,19
1576,48,2,Unlock Doomsteel Camo on 30 Weapons,19
1577,109,1,Reach Max Level with the M34 Novaline,20
1578,109,2,Enter Weapon Prestige 1,20
1579,110,1,Reach Max Level with the M34 Novaline,20
1580,110,2,Enter Weapon Prestige 2,20
1581,51,1,Reach Weapon Prestige Master Level 100 with the M34 Novaline,20
1582,52,1,Reach Weapon Prestige Master Level 150 with the M34 Novaline,20
1583,53,1,Reach Weapon Prestige Master Level 200 with the M34 Novaline,20
1584,111,1,Reach Weapon Prestige Master Level 250 with the M34 Novaline,20
1585,1,1,Get 10 Critical Kills,20
1586,2,1,Get 25 Critical Kills,20
1587,3,1,Get 50 Critical Kills,20
1588,4,1,Get 75 Critical Kills,20
1589,5,1,Get 100 Critical Kills,20
1590,6,1,Get 125 Critical Kills,20
1591,7,1,Get 150 Critical Kills,20
1592,8,1,Get 200 Critical Kills,20
1593,9,1,Get 250 Critical Kills,20
1594,10,1,Unlock all Co-Op Campaign Military Camos,20
1595,10,2,Eliminate 100 Human (NPC) enemies,20
1596,11,1,Unlock all Co-Op Campaign Camos,20
1597,11,2,With 8 Attachments equipped: get 100 Eliminations,20
1598,12,1,Unlock all Co-Op Campaign Camos,20
1599,12,2,With a 4.0x or higher magnification scope equipped: get 100 Eliminations,20
1600,13,1,Unlock all Co-Op Campaign Special Camos,20
1601,13,2,Eliminate 20 Special enemies,20
1602,14,1,Unlock Molten Gold Camo,20
1603,14,2,Unlock Molten Gold Camo on 3 Marksman Rifles,20
1604,14,3,In Endgame: eliminate 100 Zone III or Zone IV enemies,20
1605,15,1,Unlock Moonstone Camo,20
1606,15,2,Unlock Moonstone Camo on 30 Weapons,20
1607,15,3,Eliminate 10 Elite enemies,20
1608,16,1,Unlock Chroma Flux Camo,20
1609,16,2,Unlock Chroma Flux Camo on 30 Weapons,20
1610,17,1,Get 5 Headshots,20
1611,18,1,Get 10 Headshots,20
1612,19,1,Get 20 Headshots,20
1613,20,1,Get 30 Headshots,20
1614,21,1,Get 40 Headshots,20
1615,22,1,Get 50 Headshots,20
1616,23,1,Get 60 Headshots,20
1617,24,1,Get 70 Headshots,20
1618,25,1,Get 80 Headshots,20
1619,26,1,Unlock all Multiplayer Military Camos,20
1620,26,2,Get 15 Long Shot Medals (Killed an enemy at long range),20
1621,27,1,Unlock all Multiplayer Military Camos Camos,20
1622,27,2,With a 4.0x or higher magnification scope equipped: get 50 Eliminations,20
1623,28,1,Unlock all Multiplayer Military Camos,20
1624,28,2,With the Gunfighter Wildcard equipped: get 50 Eliminations with the M34 Novaline while it has 8 Attachments,20
1625,29,1,Unlock all Multiplayer Special Camos,20
1626,29,2,Get 3 Kills without dying 10 times,20
1627,30,1,Unlock Shattered Gold Camo,20
1628,30,2,Unlock Shattered Gold Camo on 3 Marksman Rifles,20
1629,30,3,Get 10 Double Kills or better,20
1630,31,1,Unlock Arclight Camo,20
1631,31,2,Unlock Arclight Camo on 30 Weapons,20
1632,31,3,Get 5 Kills without dying,20
1633,32,1,Unlock Tempest Camo,20
1634,32,2,Unlock Tempest Camo on 30 Weapons,20
1635,33,1,Get 100 Critical Kills,20
1636,34,1,Get 200 Critical Kills,20
1637,35,1,Get 300 Critical Kills,20
1638,36,1,Get 400 Critical Kills,20
1639,37,1,Get 500 Critical Kills,20
1640,38,1,Get 600 Critical Kills,20
1641,39,1,Get 700 Critical Kills,20
1642,40,1,Get 800 Critical Kills,20
1643,41,1,Get 1000 Critical Kills,20
1644,42,1,Unlock all Zombies Military Camos,20
1645,42,2,Get 3 Critical Kills consecutively 5 times,20
1646,43,1,Unlock all Zombies Military Camos Camos,20
1647,43,2,With the Brain Rot Ammo Mod equipped: get 300 Eliminations,20
1648,44,1,Unlock all Zombies Military Camos,20
1649,44,2,Kill 100 enemies affected by your Tactical Equipment,20
1650,45,1,Unlock all Zombies Special Camos,20
1651,45,2,Get 10 Kills rapidly 15 times,20
1652,46,1,Unlock Golden Dragon Camo,20
1653,46,2,Unlock Golden Dragon Camo on 3 Marksman Rifles,20
1654,46,3,Get 20 or more consecutive Kills without taking damage 5 times,20
1655,47,1,Unlock Bloodstone Camo,20
1656,47,2,Unlock Bloodstone Camo on 30 Weapons,20
1657,47,3,Eliminate 10 Elite Zombies,20
1658,48,1,Unlock Doomsteel Camo,20
1659,48,2,Unlock Doomsteel Camo on 30 Weapons,20
1660,112,1,Reach Max Level with the VS Recon,21
1661,112,2,Enter Weapon Prestige 1,21
1662,113,1,Reach Max Level with the VS Recon,21
1663,113,2,Enter Weapon Prestige 2,21
1664,51,1,Reach Weapon Prestige Master Level 100 with the VS Recon,21
1665,52,1,Reach Weapon Prestige Master Level 150 with the VS Recon,21
1666,53,1,Reach Weapon Prestige Master Level 200 with the VS Recon,21
1667,114,1,Reach Weapon Prestige Master Level 250 with the VS Recon,21
1668,1,1,Get 10 Critical Kills,21
1669,2,1,Get 25 Critical Kills,21
1670,3,1,Get 50 Critical Kills,21
1671,4,1,Get 75 Critical Kills,21
1672,5,1,Get 100 Critical Kills,21
1673,6,1,Get 125 Critical Kills,21
1674,7,1,Get 150 Critical Kills,21
1675,8,1,Get 200 Critical Kills,21
1676,9,1,Get 250 Critical Kills,21
1677,10,1,Unlock all Co-Op Campaign Military Camos,21
1678,10,2,Eliminate 100 Fear enemies,21
1679,11,1,Unlock all Co-Op Campaign Camos,21
1680,11,2,With a Suppressor Attachment equipped: get 100 Eliminations,21
1681,12,1,Unlock all Co-Op Campaign Camos,21
